FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID
763,הראל השתלמות מסלול מניות,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202404,12/1/2001 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,17.05,4.36,-3.9,8.79,1546.43,0.55,,-3.18,4.85,15.87,47,05.03,08.01,15.20,-0.12,0.48,87.90,1532.35,1278.94,502.68,512267592
763,הראל השתלמות מסלול מניות,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202405,12/1/2001 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,17.9,06.08,-7.26,4.56,1588.42,0.55,,2.18,7.13,15.32,56.53,4.87,9.38,15.05,0.36,0.56,88,1572.29,1324.04,542.86,512267592
763,הראל השתלמות מסלול מניות,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202406,12/1/2001 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,17.23,7.29,-27.16,-17.22,1578.31,0.55,,0.79,7.98,15.51,51.08,4.92,8.60,14.96,0.48,0.53,88,1565.72,1346.32,548.45,512267592
763,הראל השתלמות מסלול מניות,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202407,12/1/2001 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,18,6.54,-16.46,-5,1606.23,0.55,,2.15,10.30,18.27,53.05,5.75,8.88,14.98,0,0.56,88,1617.08,1390.32,570.62,512267592
763,הראל השתלמות מסלול מניות,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202408,12/1/2001 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,16.91,5.38,-21.73,-10.2,1626.78,0.55,,1.61,12.08,16.31,57.93,5.17,9.57,14.94,,0.57,88.20,1588.20,1373.48,538.73,512267592
763,הראל השתלמות מסלול מניות,קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202409,12/1/2001 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,17.28,05.09,-22.26,-10.07,1655.77,0.55,,2.87,15.29,21.32,59.09,6.65,9.73,14.96,-0.12,0.64,88.10,1633.36,1424.86,558.62,512267592
764,"הראל השתלמות אג""ח עד 10% מניות ",קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202401,12/25/2001 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח",4.68,7.74,-13.05,-16.11,1249.64,0.61,,0.15,0.15,06.09,15.51,1.99,2.93,3.60,0.72,0.24,71.80,59.09,347.54,136.70,512267592
764,"הראל השתלמות אג""ח עד 10% מניות ",קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202402,12/25/2001 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח",3.54,6.62,-18.86,-21.94,1232.49,0.61,,0.42,0.57,6.65,15.26,2.17,2.88,3.60,0.60,0.23,71.10,58.76,347.45,135.23,512267592
764,"הראל השתלמות אג""ח עד 10% מניות ",קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202403,12/25/2001 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח",3.45,6.44,-25.52,-28.51,1212.94,0.61,,0.76,1.33,6.29,15.32,02.05,2.89,3.60,0.60,0.25,72.50,60.49,348.47,141.05,512267592
764,"הראל השתלמות אג""ח עד 10% מניות ",קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202404,12/25/2001 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח",3.46,4.23,-13.56,-14.33,1196.01,0.61,,-0.14,1.19,5.53,14.34,1.81,2.72,3.59,0.72,0.17,72.10,60.10,342.95,144.46,512267592
764,"הראל השתלמות אג""ח עד 10% מניות ",קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202405,12/25/2001 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח",3.35,05.03,-18.62,-20.3,1176.68,0.61,,0.13,1.32,4.72,14.55,1.55,2.75,3.59,0.72,0.15,72.10,59.18,336.78,146.02,512267592
764,"הראל השתלמות אג""ח עד 10% מניות ",קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202406,12/25/2001 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח",3.12,6.4,-16.23,-19.51,1159.97,0.61,,0.29,1.62,4.27,13.62,1.40,2.59,3.57,0.72,0.11,72,59.23,335.02,148.20,512267592
764,"הראל השתלמות אג""ח עד 10% מניות ",קרנות השתלמות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202407,12/25/2001 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח",0,0,-1159.75,-1159.75,0,0.61,,0,1.62,3.78,13.02,1.24,2.48,3.57,0.60,0.05,,,,,512267592
767,מיטב גמל הלכה,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202401,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0.44,0.99,0.75,0.2,197.62,0.54,0.21,0.12,0.12,9.54,23.27,03.08,4.27,7.47,0.36,0.34,99.30,84.68,80.79,37.31,512065202
767,מיטב גמל הלכה,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202402,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0.27,0.5,2.2,1.97,203.52,0.54,0.21,02.03,2.15,11.68,24.77,3.75,4.53,7.50,0.36,0.40,98.60,88.08,69.89,38.09,512065202
767,מיטב גמל הלכה,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202403,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0.25,0.08,-1.08,-0.91,206.10,0.54,0.21,1.77,3.96,11.76,26.45,3.78,4.81,7.53,0.36,0.46,99.60,92.58,81.33,40.50,512065202
767,מיטב גמל הלכה,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202404,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0.13,0.1,0.68,0.71,202.79,0.54,0.21,-1.90,1.99,7.89,22.18,2.56,04.09,7.58,0.36,0.32,99.30,90.04,79.58,39.51,512065202
767,מיטב גמל הלכה,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202405,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0.31,01.09,-0.57,-1.35,203.59,0.54,0.21,1.10,3.11,8.31,25.32,2.70,4.62,7.54,0.60,0.37,99.80,92.70,81.56,40.73,512065202
767,מיטב גמל הלכה,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202406,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0.28,1.98,1.53,-0.17,206.14,0.54,0.21,1.38,4.53,8.89,24.82,2.88,4.53,7.53,0.96,0.39,99.90,94.99,82.24,43.47,512065202
767,מיטב גמל הלכה,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202407,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0.35,0.37,01.08,01.06,209.53,0.54,0.21,1.19,5.77,9.35,24.93,03.02,4.55,7.53,0.72,0.41,99.70,95.22,88.19,40.72,512065202
767,מיטב גמל הלכה,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202408,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0.31,0.12,0.82,01.01,212.55,0.54,0.21,1,6.83,8.70,26.29,2.82,4.78,7.53,,0.41,99.40,95.79,85.27,39.87,512065202
767,מיטב גמל הלכה,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202409,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0.37,0.87,-1.98,-2.48,213.55,0.54,0.21,1.70,8.65,11.64,26.60,3.74,4.83,7.54,0.60,0.48,99.20,99.32,82.83,40.53,512065202
768,מיטב השתלמות הלכה,קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202401,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,04.09,2.41,-1.72,-0.04,392.95,0.71,,0.12,0.12,9.62,23.31,3.11,4.28,7.50,0.36,0.34,99.30,167.88,163.69,74.74,512065202
768,מיטב השתלמות הלכה,קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202402,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,4.21,3.34,-2.46,-1.59,399.13,0.71,,02.04,2.16,11.74,24.85,3.77,4.54,7.53,0.36,0.40,98.50,174.60,141.27,75.13,512065202
768,מיטב השתלמות הלכה,קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202403,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,3.85,2.47,-3.14,-1.76,404.20,0.71,,1.77,3.97,11.75,26.46,3.77,4.81,7.56,0.36,0.46,99.60,183.58,162.70,79.91,512065202
768,מיטב השתלמות הלכה,קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202404,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,3.98,1.7,-2.73,-0.45,395.72,0.71,,-1.94,1.95,7.80,22.13,2.54,04.08,7.61,0.36,0.32,99.30,178.57,159.19,77.89,512065202
768,מיטב השתלמות הלכה,קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202405,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,4.51,1.93,-2.54,0.04,400.17,0.71,,1.18,3.16,8.37,25.40,2.72,4.63,7.57,0.60,0.37,99.80,183.89,163.18,80.28,512065202
768,מיטב השתלמות הלכה,קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202406,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,3.98,2.21,-5.04,-3.27,402.42,0.71,,1.44,4.64,8.97,25,2.90,4.56,7.56,0.96,0.40,99.90,188.69,165.13,85.89,512065202
768,מיטב השתלמות הלכה,קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202407,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,3.34,1.79,-3.52,-1.97,404.95,0.71,,1.19,5.89,9.40,25.12,03.04,4.58,7.56,0.72,0.42,99.70,184.93,171.71,79.58,512065202
768,מיטב השתלמות הלכה,קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202408,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,3.86,1.99,-2.32,-0.45,408.27,0.71,,0.99,6.94,8.74,26.42,2.83,4.80,7.57,,0.41,99.50,185.13,165.03,77.09,512065202
768,מיטב השתלמות הלכה,קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202409,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,3.94,2.13,-3.98,-2.17,412.93,0.71,,1.74,8.80,11.76,26.82,3.78,4.87,7.58,0.60,0.49,99.20,192.02,160.05,78.35,512065202
769,מיטב פיצויים שוהם כהלכה,מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202401,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0,0,0,0,3.92,0.71,,0.26,0.26,11.38,24.09,3.66,4.41,8.14,0.24,0.38,99.20,1.80,1.32,0.76,512065202
769,מיטב פיצויים שוהם כהלכה,מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202402,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0,0,0,0,3.99,0.71,,1.91,2.17,13.33,25.38,4.26,4.63,8.17,0.24,0.43,98.90,1.87,1.29,0.75,512065202
769,מיטב פיצויים שוהם כהלכה,מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202403,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0,0,0,0,04.07,0.71,,2.13,4.35,13.81,27.30,4.41,4.95,8.20,0.36,0.50,99.30,1.81,1.34,0.64,512065202
769,מיטב פיצויים שוהם כהלכה,מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202404,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0,0,0,0,04.01,0.71,,-1.59,2.69,9.96,23.30,3.22,4.28,8.24,0.36,0.38,99.20,1.77,1.32,0.63,512065202
769,מיטב פיצויים שוהם כהלכה,מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202405,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0,0.81,0,-0.81,3.22,0.71,,0.42,3.12,9.10,25.67,2.95,4.68,8.19,0.48,0.40,99.50,1.41,1.15,0.53,512065202
769,מיטב פיצויים שוהם כהלכה,מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202406,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0,0,0,0,3.24,0.71,,0.84,3.99,9.49,24.28,03.07,4.44,8.17,0.72,0.39,99.60,1.45,1.20,0.56,512065202
769,מיטב פיצויים שוהם כהלכה,מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202407,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0,0,0.69,0.69,3.98,0.71,,1.40,5.45,10.32,24.66,3.33,4.51,8.17,0.60,0.42,99.50,1.47,1.21,0.68,512065202
769,מיטב פיצויים שוהם כהלכה,מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202408,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0,0,0,0,04.03,0.71,,1.42,6.94,10.16,27.19,3.28,4.93,8.17,,0.42,99.10,1.62,1.23,0.72,512065202
769,מיטב פיצויים שוהם כהלכה,מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202409,12/25/2001 12:00:00 AM,כלל האוכלוסיה,הלכתי,הלכה יהודית,0,0,0,0,04.08,0.71,,1.15,8.17,11.97,26.84,3.84,4.87,8.17,0.72,0.48,99.30,1.68,1.27,0.74,512065202
801,הפניקס מרכזית לפיצויים שקלי,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202401,11/26/2002 12:00:00 AM,כלל האוכלוסיה,שיקלי,שקלי,0,0.02,0,-0.02,16.84,0.47,,0.06,0.06,-4.93,2.14,-1.67,0.42,3.51,-0.60,-0.47,99.10,0,0,0,513026484
801,הפניקס מרכזית לפיצויים שקלי,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202402,11/26/2002 12:00:00 AM,כלל האוכלוסיה,שיקלי,שקלי,0,0.28,0,-0.28,16.59,0.47,,0.24,0.30,-3.78,1.85,-1.28,0.37,3.50,-0.60,-0.49,99.10,0,0,0,513026484
801,הפניקס מרכזית לפיצויים שקלי,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202403,11/26/2002 12:00:00 AM,כלל האוכלוסיה,שיקלי,שקלי,0,0.04,0,-0.04,16.54,0.47,,-0.05,0.25,-4.01,1.14,-1.35,0.23,3.49,-0.60,-0.55,99.10,0,0,0,513026484
801,הפניקס מרכזית לפיצויים שקלי,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202404,11/26/2002 12:00:00 AM,כלל האוכלוסיה,שיקלי,שקלי,0,0.05,0,-0.05,16.40,0.47,,-0.54,-0.29,-4.60,0.54,-1.56,0.11,3.50,-0.60,-0.63,99.10,0,0,0,513026484
801,הפניקס מרכזית לפיצויים שקלי,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202405,11/26/2002 12:00:00 AM,כלל האוכלוסיה,שיקלי,שקלי,0,0,-0.27,-0.27,16.10,0.47,,-0.17,-0.46,-4.67,-0.21,-1.58,-0.04,3.49,-0.60,-0.69,99.10,0,0,0,513026484
801,הפניקס מרכזית לפיצויים שקלי,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202406,11/26/2002 12:00:00 AM,כלל האוכלוסיה,שיקלי,שקלי,0,0.11,0,-0.11,16.07,0.47,,0.55,0.09,-4.67,-0.22,-1.58,-0.04,3.49,-0.48,-0.68,99.10,0,0,0,513026484
801,הפניקס מרכזית לפיצויים שקלי,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202407,11/26/2002 12:00:00 AM,כלל האוכלוסיה,שיקלי,שקלי,0,0.4,2.71,2.31,18.48,0.47,,0.67,0.76,-4.45,-1.01,-1.51,-0.20,3.44,-0.60,-0.70,99.20,0,0,0,513026484
801,הפניקס מרכזית לפיצויים שקלי,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202408,11/26/2002 12:00:00 AM,כלל האוכלוסיה,שיקלי,שקלי,0,0,-2.82,-2.82,15.73,0.47,,0.41,1.17,-4.29,-1.71,-1.45,-0.34,3.41,,-0.73,99.10,0,0,0,513026484
801,הפניקס מרכזית לפיצויים שקלי,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202409,11/26/2002 12:00:00 AM,כלל האוכלוסיה,שיקלי,שקלי,0,0,-0.47,-0.47,15.28,0.47,,0.20,1.37,-3.35,-1.76,-1.13,-0.35,3.41,-0.60,-0.74,99.10,0,0,0,513026484
804,הפניקס מרכזית לפיצויים מחקה מדדי מניות,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202401,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מניות,0,0,0.01,0.01,5.90,0.69,,0.32,0.32,22.51,49.87,7,8.43,13.75,0.84,0.55,75.10,5.75,4.40,1.70,513026484
804,הפניקס מרכזית לפיצויים מחקה מדדי מניות,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202402,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מניות,0,0,0.32,0.32,6.48,0.69,,4.56,4.89,27.11,53.79,8.32,8.99,13.85,0.84,0.63,75.20,6.33,4.78,1.89,513026484
804,הפניקס מרכזית לפיצויים מחקה מדדי מניות,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202403,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מניות,0,0,-0.55,-0.55,6.15,0.69,,3.67,8.74,27.36,58.60,8.40,9.66,13.91,0.72,0.71,72.20,6,4.98,1.91,513026484
804,הפניקס מרכזית לפיצויים מחקה מדדי מניות,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202404,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מניות,0,0,0.11,0.11,6.10,0.69,,-2.62,5.90,20.13,49.87,6.30,8.43,13.96,0.96,0.59,72.40,5.83,4.84,1.82,513026484
804,הפניקס מרכזית לפיצויים מחקה מדדי מניות,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202405,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מניות,0,0,0,0,6.27,0.69,,2.77,8.83,21.49,59.78,6.70,9.83,13.84,1.32,0.68,99.30,06.06,05.03,1.94,513026484
804,הפניקס מרכזית לפיצויים מחקה מדדי מניות,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202406,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מניות,0,0,0,0,6.46,0.69,,3.12,12.22,24.31,58.81,7.52,9.69,13.82,1.92,0.71,98.60,6.21,5.21,2,513026484
804,הפניקס מרכזית לפיצויים מחקה מדדי מניות,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202407,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מניות,0,0.01,0.03,0.02,6.54,0.69,,0.98,13.32,25.03,58.84,7.73,9.70,13.82,1.32,0.72,98.90,5.87,5,02.03,513026484
804,הפניקס מרכזית לפיצויים מחקה מדדי מניות,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202408,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מניות,0,0,0,0,6.56,0.69,,0.44,13.82,22.91,63.02,7.12,10.27,13.75,,0.73,98.60,6.38,5.34,2.10,513026484
804,הפניקס מרכזית לפיצויים מחקה מדדי מניות,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202409,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מניות,0,0,-0.36,-0.36,6.37,0.69,,2.94,17.17,27.55,63.33,8.45,10.31,13.76,01.08,0.77,98.20,5.68,4.87,1.89,513026484
806,הפניקס מרכזית לפיצויים צמוד מדד,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202401,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מדד,0,0.05,0,-0.05,23.51,0.53,,-0.05,-0.05,1.15,7.14,0.38,1.39,4.38,-0.84,-0.14,90.40,0.07,2.16,2.13,513026484
806,הפניקס מרכזית לפיצויים צמוד מדד,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202402,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מדד,0,0,0,0,23.57,0.53,,0.31,0.26,2.19,6.70,0.72,1.31,4.37,-0.84,-0.16,90.50,0.10,2.17,02.09,513026484
806,הפניקס מרכזית לפיצויים צמוד מדד,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202403,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מדד,0,0.1,0,-0.1,23.50,0.53,,0.16,0.42,1.35,06.06,0.45,1.18,4.36,-0.84,-0.19,90.30,0.10,2.24,2.15,513026484
806,הפניקס מרכזית לפיצויים צמוד מדד,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202404,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מדד,0,0,-0.53,-0.53,22.88,0.53,,-0.38,0.04,1.18,5.12,0.39,1,4.36,-0.84,-0.26,90,0.10,2.28,2.20,513026484
806,הפניקס מרכזית לפיצויים צמוד מדד,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202405,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מדד,0,0.4,-1.08,-1.48,21.30,0.53,,-0.40,-0.36,-0.11,4.65,-0.04,0.91,4.37,-0.84,-0.32,89.40,0.10,2.26,2.20,513026484
806,הפניקס מרכזית לפיצויים צמוד מדד,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202406,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מדד,0,0.44,0.04,-0.4,20.90,0.53,,0.02,-0.34,-0.42,04.03,-0.14,0.79,4.36,-0.72,-0.35,89.30,0.06,2.17,2.26,513026484
806,הפניקס מרכזית לפיצויים צמוד מדד,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202407,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מדד,0,0.01,0,-0.01,21.10,0.53,,01.01,0.66,0.13,4.65,0.04,0.91,4.38,-0.48,-0.31,89.90,0.06,2,2.29,513026484
806,הפניקס מרכזית לפיצויים צמוד מדד,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202408,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מדד,0,0,-0.41,-0.41,20.91,0.53,,1.12,1.79,-0.02,5.76,-0.01,1.13,4.40,,-0.30,89.80,0.06,1.96,2.22,513026484
806,הפניקס מרכזית לפיצויים צמוד מדד,מרכזית לפיצויים,"הפניקס אחזקות בע""מ","הפניקס פנסיה וגמל בע""מ ",202409,11/26/2002 12:00:00 AM,כלל האוכלוסיה,מדד,מדד,0,0.13,-1.19,-1.32,19.70,0.53,,0.59,2.39,0.40,5.89,0.13,1.15,4.41,-0.48,-0.23,89.20,0.06,2.19,2.27,513026484
811,אנליסט מסלולית קופת גמל ישראל,תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202401,1/1/1999 00:00:00,כלל האוכלוסיה,ישראל,ישראל,4.96,1.37,-0.91,2.68,950.83,0.54,0.03,0.59,0.59,20.52,42.11,6.42,7.28,9.35,2.40,0.61,84.60,469.95,273.43,254.61,511880460
811,אנליסט מסלולית קופת גמל ישראל,תגמולים ואישית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202402,1/1/1999 00:00:00,כלל האוכלוסיה,ישראל,ישראל,3.46,2.47,1.57,2.56,978.28,0.54,0.03,2.67,3.28,22.77,42.95,07.08,7.41,9.37,2.28,0.67,84.50,516.47,282.31,261.07,511880460
